Station_No,date,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity,hour,day_of_week,hour_sin,hour_cos,PM2.5_lag1,PM2.5_roll3,PM2.5_lag2,PM2.5_lag3,PM2.5_lag6,PM2.5_lag12,PM2.5_lag24,PM2.5_roll3_mean,PM2.5_roll3_std,PM2.5_roll6_mean,PM2.5_roll6_std,PM2.5_roll12_mean,PM2.5_roll12_std,Temperature_lag1,Temperature_lag3,Humidity_lag1,Humidity_lag3,NO2_lag1,NO2_lag3,SO2_lag1,SO2_lag3,PM2.5_24h_avg
5,2021-02-24 20:00:00,0.2179636943783639,0.2785051827731636,0.2090318898291525,0.2730228829837112,0.1009523809451517,0.4544557710868601,0.409664406559036,0.5972518497549726,20,0.3333333333333333,0.0669872981077807,0.75,0.303721888902697,0.3029843810527514,0.3267260714823934,0.3273928592620201,0.285567072753481,0.2536824877365741,0.353670364264124,0.3029843810527514,0.0441583147254605,0.2948612328436168,0.05602373865041,0.3565004692681928,0.2023101189075805,0.4095785768448337,0.3808256802644967,0.5908138752378208,0.5851830498702797,0.0995918367346938,0.1181632653061224,0.4551134493815837,0.4347254192328807,0.2846335493703992
5,2021-02-24 21:00:00,0.2064900704828161,0.2683518216161281,0.2066062637749253,0.2795565571167138,0.098707482985968,0.4531404141961859,0.4109518496971851,0.6012491591813204,21,0.3333333333333333,0.1464466094067261,0.8535533905932737,0.2785051827731636,0.2835262977639963,0.303721888902697,0.3267260714823934,0.2709252922472689,0.4532945384821465,0.2577408752617631,0.2835262977639963,0.033343213986772,0.29443232107176,0.0569007368043153,0.3410885761960245,0.1975079162072041,0.409664406559036,0.4042571453788097,0.5972518497549726,0.5835879696742577,0.1009523809451517,0.1023129251772972,0.4544557710868601,0.453798092641523,0.28507567213516444
5,2021-02-24 22:00:00,0.2024350409805722,0.2622598048855365,0.2054647927188026,0.2861507282324294,0.0991836734693877,0.4597171981977168,0.409664406559036,0.6058422216200634,22,0.3333333333333333,0.2499999999999997,0.9330127018922192,0.2683518216161281,0.2697056030916094,0.2785051827731636,0.303721888902697,0.2618961023941579,0.5510092744385803,0.2423581147591543,0.2697056030916094,0.0150256126672928,0.2944929381536564,0.056741247417974,0.3170261203999376,0.1402717989853078,0.4109518496971851,0.4095785768448337,0.6012491591813204,0.5908138752378208,0.098707482985968,0.0995918367346938,0.4531404141961859,0.4551134493815837,0.2859049092237637
5,2021-02-24 23:00:00,0.203630454295133,0.2655634357276579,0.2026111150566899,0.2851827765090216,0.1005442176798455,0.4584018414576559,0.409664406559036,0.6068992024214471,23,0.3333333333333333,0.3705904774487392,0.982962913144534,0.2622598048855365,0.2653916874097742,0.2683518216161281,0.2785051827731636,0.3273928592620201,0.4656182547947636,0.2242225859349074,0.2653916874097742,0.0055834572195638,0.2841880342312627,0.0504030333599903,0.3003548854776788,0.0992553983959568,0.409664406559036,0.409664406559036,0.6058422216200634,0.5972518497549726,0.0991836734693877,0.1009523809451517,0.4597171981977168,0.4544557710868601,0.28762744463179496
5,2021-02-25 00:00:00,0.1994699472178052,0.2636236892282063,0.2033245344613151,0.2908694928840424,0.0982993197206619,0.4616902333831147,0.4095785768448337,0.6079946189680023,0,0.5,0.5,1.0,0.2655634357276579,0.2638156432804669,0.2622598048855365,0.2683518216161281,0.3267260714823934,0.4154997877984862,0.211583924359501,0.2638156432804669,0.0030395179501473,0.2736709705222315,0.0310322182414976,0.2876985439301555,0.0623127821689619,0.409664406559036,0.4109518496971851,0.6068992024214471,0.6012491591813204,0.1005442176798455,0.098707482985968,0.4584018414576559,0.4531404141961859,0.28979576816799096
5,2021-02-25 01:00:00,0.1972783561176709,0.2611990058311147,0.2037525861128126,0.2957697484837944,0.0978911564553558,0.4649786253085733,0.4081194747932573,0.6093975208993946,1,0.5,0.6294095225512604,0.982962913144534,0.2636236892282063,0.2634620435956597,0.2655634357276579,0.2622598048855365,0.303721888902697,0.3378493058891549,0.2015517972450242,0.2634620435956597,0.004003540713689,0.2665838233436345,0.0124896085740111,0.2813110189253188,0.0537519940639887,0.4095785768448337,0.409664406559036,0.6079946189680023,0.6058422216200634,0.0982993197206619,0.0991836734693877,0.4616902333831147,0.4597171981977168,0.29228106852574476
5,2021-02-25 02:00:00,0.2023647225503039,0.2600472813356996,0.20603552826867,0.2875421588348281,0.0978911564553558,0.4577441630123188,0.4029697022406608,0.6128375131738254,2,0.5,0.75,0.9330127018922194,0.2611990058311147,0.2616233254650069,0.2636236892282063,0.2655634357276579,0.2785051827731636,0.285567072753481,0.1957628659845319,0.2616233254650069,0.0033423630727288,0.2635075064373905,0.0059857103673704,0.2791843696405037,0.0552553880892531,0.4081194747932573,0.409664406559036,0.6093975208993946,0.6068992024214471,0.0978911564553558,0.1005442176798455,0.4649786253085733,0.4584018414576559,0.29495958583204346
5,2021-02-25 03:00:00,0.1967275284373421,0.2541977328720767,0.2036099022144428,0.2826419032350761,0.0993877551020408,0.453798092641523,0.4041713156646076,0.6124915921591237,3,0.5,0.8535533905932737,0.8535533905932737,0.2600472813356996,0.2584813400129637,0.2611990058311147,0.2636236892282063,0.2683518216161281,0.2709252922472689,0.195096078023054,0.2584813400129637,0.0068733060804548,0.2611484916467153,0.0076660527179007,0.2777904063592376,0.0572981845298232,0.4029697022406608,0.4095785768448337,0.6128375131738254,0.6079946189680023,0.0978911564553558,0.0982993197206619,0.4577441630123188,0.4616902333831147,0.297422154784086
5,2021-02-25 04:00:00,0.1785150549978565,0.2381038976285736,0.2027537989114478,0.2791935752204359,0.0982993197206619,0.451825057456125,0.4022830660719736,0.6149706927644856,4,0.5,0.9330127018922192,0.75,0.2541977328720767,0.2507829706121167,0.2600472813356996,0.2611990058311147,0.2622598048855365,0.2618961023941579,0.1902770200122875,0.2507829706121167,0.0208045125742645,0.2571225071038882,0.0197885670385975,0.2758077226287723,0.061914345041977,0.4041713156646076,0.4081194747932573,0.6124915921591237,0.6093975208993946,0.0993877551020408,0.0978911564553558,0.453798092641523,0.4649786253085733,0.29941494135143126
5,2021-02-25 05:00:00,0.1648381203106753,0.2265866521288683,0.1996147534962074,0.2804640118574086,0.0984353741568891,0.451825057456125,0.3995365203672709,0.6197174978379938,5,0.5,0.982962913144534,0.6294095225512604,0.2381038976285736,0.2396294275431729,0.2541977328720767,0.2600472813356996,0.2655634357276579,0.3273928592620201,0.1902467115925735,0.2396294275431729,0.0253914743164017,0.2506263765040898,0.0293151557768077,0.2674072053676763,0.0580095591164845,0.4022830660719736,0.4029697022406608,0.6149706927644856,0.6128375131738254,0.0982993197206619,0.0978911564553558,0.451825057456125,0.4577441630123188,0.30092910554044355
