Station_No,date,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity,hour,day_of_week,hour_sin,hour_cos,PM2.5_lag1,PM2.5_roll3,PM2.5_lag2,PM2.5_lag3,PM2.5_lag6,PM2.5_lag12,PM2.5_lag24,PM2.5_roll3_mean,PM2.5_roll3_std,PM2.5_roll6_mean,PM2.5_roll6_std,PM2.5_roll12_mean,PM2.5_roll12_std,Temperature_lag1,Temperature_lag3,Humidity_lag1,Humidity_lag3,NO2_lag1,NO2_lag3,SO2_lag1,SO2_lag3
3,2021-02-23 21:00:00,0.0,0.2345881069391975,0.2835332606037713,0.37551341421611,0.150437317790453,0.5128012400977378,0.4148141791116324,0.5893560652637648,21,0.1666666666666666,0.1464466094067261,0.8535533905932737,0.2477723222516718,0.2390060546268572,0.1898830091011949,0.186003515738589,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.2390060546268572,0.0830833995572227,0.2032758344852069,0.0994734113778063,0.2220057619061954,0.1107099410298817,0.5312848685145113,0.7073212600991023,0.670106658979533,0.5479773229172673,0.1768027210956646,0.1243537415038279,0.2538638604709953,0.2578099308417911
3,2021-02-23 22:00:00,0.0,0.2210319230869718,0.6642606245242795,0.3567122091225491,0.3212925170357197,0.5751354296848645,0.412785480802126,0.5961022738541366,22,0.1666666666666666,0.2499999999999997,0.9330127018922192,0.2345881069391975,0.2390060546268572,0.1898830091011949,0.186003515738589,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.2390060546268572,0.0830833995572227,0.2032758344852069,0.0994734113778063,0.2220057619061954,0.1107099410298817,0.4148141791116324,0.7073212600991023,0.5893560652637648,0.5479773229172673,0.150437317790453,0.1243537415038279,0.5128012400977378,0.2578099308417911
3,2021-02-23 23:00:00,0.0,0.2069770261959891,0.6642606245242795,0.3468292018935556,0.3212925170357197,0.5751354296848645,0.4135267359734831,0.6011338521764198,23,0.1666666666666666,0.3705904774487392,0.982962913144534,0.2210319230869718,0.2208656854073862,0.2345881069391975,0.186003515738589,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.2208656854073862,0.0252773748397527,0.2032758344852069,0.0994734113778063,0.2220057619061954,0.1107099410298817,0.412785480802126,0.7073212600991023,0.5961022738541366,0.5479773229172673,0.3212925170357197,0.1243537415038279,0.5751354296848645,0.2578099308417911
3,2021-02-24 00:00:00,0.0,0.1908831909524861,0.2738103730600337,0.3467082079281297,0.1527891156390292,0.5090430778326649,0.4126684403763914,0.6070913808013838,0,0.3333333333333333,0.5,1.0,0.2069770261959891,0.2062973800784824,0.2210319230869718,0.2345881069391975,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.2062973800784824,0.027620072131495,0.2032758344852069,0.0994734113778063,0.2220057619061954,0.1107099410298817,0.4135267359734831,0.4148141791116324,0.6011338521764198,0.5893560652637648,0.3212925170357197,0.150437317790453,0.5751354296848645,0.5128012400977378
3,2021-02-24 01:00:00,0.0,0.1810632236307085,0.271812798700916,0.3531813850784192,0.1529931972716823,0.5090430778326649,0.4111235086106126,0.6121841068895936,1,0.3333333333333333,0.6294095225512604,0.982962913144534,0.1908831909524861,0.1929744802597279,0.2069770261959891,0.2210319230869718,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.1929744802597279,0.0239528873660947,0.2032758344852069,0.0994734113778063,0.2220057619061954,0.1107099410298817,0.4126684403763914,0.412785480802126,0.6070913808013838,0.5961022738541366,0.1527891156390292,0.3212925170357197,0.5090430778326649,0.5751354296848645
3,2021-02-24 02:00:00,0.0,0.1793053282496502,0.2756652635643936,0.3597755561941348,0.1544217687002537,0.5090430778326649,0.409664406559036,0.6166810800807149,2,0.3333333333333333,0.75,0.9330127018922194,0.1810632236307085,0.1837505809442816,0.1908831909524861,0.2069770261959891,0.1807298296681546,0.2137964479093379,0.1963387283231651,0.1837505809442816,0.0114231739518568,0.2023081331758338,0.0440799162220919,0.2220057619061954,0.1107099410298817,0.4111235086106126,0.4135267359734831,0.6121841068895936,0.6011338521764198,0.1529931972716823,0.3212925170357197,0.5090430778326649,0.5751354296848645
3,2021-02-24 03:00:00,0.0,0.1764563253944561,0.2776628379235112,0.3574766708510413,0.1557142857142857,0.5090430778326649,0.4078619861656272,0.6207744787546844,3,0.3333333333333333,0.8535533905932737,0.8535533905932737,0.1793053282496502,0.1789416257582716,0.1810632236307085,0.1908831909524861,0.2345881069391975,0.2137964479093379,0.1963387283231651,0.1789416257582716,0.0042565359806219,0.192619502918377,0.0349597674694409,0.2220057619061954,0.1107099410298817,0.409664406559036,0.4126684403763914,0.6166810800807149,0.6070913808013838,0.1544217687002537,0.1527891156390292,0.5090430778326649,0.5090430778326649
3,2021-02-24 04:00:00,0.0,0.1752742922974756,0.2775201540687534,0.3557222583523647,0.1561224489795918,0.5090430778326649,0.4070036905685354,0.6247525704237533,4,0.3333333333333333,0.9330127018922192,0.75,0.1764563253944561,0.1770119819805273,0.1793053282496502,0.1810632236307085,0.2210319230869718,0.2137964479093379,0.1963387283231651,0.1770119819805273,0.0037938470312721,0.1849932311201276,0.0237499514478374,0.2220057619061954,0.1107099410298817,0.4078619861656272,0.4111235086106126,0.6207744787546844,0.6121841068895936,0.1557142857142857,0.1529931972716823,0.5090430778326649,0.5090430778326649
3,2021-02-24 05:00:00,0.0,0.1728193004806701,0.2750945280145262,0.3516084635278816,0.1551700680344401,0.5090430778326649,0.4062312246856461,0.6282502162006343,5,0.3333333333333333,0.982962913144534,0.6294095225512604,0.1752742922974756,0.1748499727242006,0.1764563253944561,0.1793053282496502,0.2069770261959891,0.2137964479093379,0.1963387283231651,0.1748499727242006,0.0033967362202186,0.1793002768342411,0.012515146824823,0.2220057619061954,0.1107099410298817,0.4070036905685354,0.409664406559036,0.6247525704237533,0.6166810800807149,0.1561224489795918,0.1544217687002537,0.5090430778326649,0.5090430778326649
3,2021-02-24 06:00:00,0.0,0.1755167606371848,0.272668902003911,0.3516084635278816,0.1551020408163265,0.5136468266487979,0.4052012701751268,0.6319016047275873,6,0.3333333333333333,1.0,0.5,0.1728193004806701,0.1745367844717769,0.1752742922974756,0.1764563253944561,0.1908831909524861,0.2137964479093379,0.1963387283231651,0.1745367844717769,0.0027322230022201,0.1767392051150242,0.0058426918575026,0.2220057619061954,0.1107099410298817,0.4062312246856461,0.4078619861656272,0.6282502162006343,0.6207744787546844,0.1551700680344401,0.1557142857142857,0.5090430778326649,0.5090430778326649
