date,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
2021-02-24 16:00:00,6,27.24545455,14.38181818,49.61036364,1243.41,92.47463636,327.5,25.72727273,62.8
2021-02-24 17:00:00,6,30.54,15.22,59.2826,1155.168,106.8976,324.88,26.7,62.1
2021-03-05 10:00:00,6,31.43478261,11.18695652,2.645782609,1450.935652,39.44017391,519.4434783,25.66956522,48.92608696
2021-03-05 11:00:00,6,23.18125,10.45625,0.8588125,1120.93125,31.75875,379.9,24.43125,46.21875
2021-03-05 14:00:00,6,20.82,8.946666667,8.768066667,11551.68,27.22626667,0.0,22.47333333,44.65333333
2021-03-05 15:00:00,6,14.16610169,7.805084746,35.00128814,1201.551864,73.55749153,389.8915254,22.35084746,46.73898305
2021-03-05 16:00:00,6,11.99285714,7.485714286,31.17430952,904.5214286,70.08209524,252.6428571,21.99285714,44.71190476
2021-03-11 16:00:00,6,27.125,14.08333333,19.83447917,3770.10125,49.44170833,0.0,22.27083333,50.62291667
2021-03-11 17:00:00,6,29.54,13.76666667,53.91706667,1290.396,107.0230667,349.3333333,23.72,60.24
2021-03-12 10:00:00,6,40.33846154,14.59230769,0.453,21092.57077,4.198307692,0.0,23.31538462,51.53846154
2021-03-12 14:00:00,6,67.94166667,24.27,0.0,5597.064,0.0,0.0,36.21666667,37.72666667
2021-03-12 15:00:00,6,65.7,23.75666667,37.297,1352.089,3.136666667,0.0,33.93333333,48.23166667
2021-03-12 16:00:00,6,64.8,22.765,75.15018333,1632.095,45.23073333,0.0,32.55333333,51.50833333
2021-03-12 17:00:00,6,63.23,21.50666667,85.29235,2039.88,73.61756667,695.61,31.55166667,52.79
2021-03-12 18:00:00,6,60.96833333,21.595,89.05476667,3027.541,92.6885,0.0,30.76333333,53.12833333
2021-03-12 19:00:00,6,64.00833333,22.44,87.05905,3187.408,96.8289,0.0,30.49833333,53.375
2021-03-12 20:00:00,6,62.24,22.51333333,76.1644,2504.583,86.54063333,667.2266667,30.335,52.01
2021-03-12 21:00:00,6,62.36666667,22.92833333,80.02496667,1766.941,90.39873333,534.0433333,29.47333333,55.40666667
2021-03-12 22:00:00,6,63.73,23.89,89.41465,1004.66,104.5764667,364.6166667,28.605,59.35666667
2021-03-12 23:00:00,6,69.815,25.27333333,87.28806667,1084.498,107.0544333,361.1233333,28.585,60.525
2021-03-13 00:00:00,6,59.25166667,24.53,76.42613333,612.155,95.48013333,300.8633333,28.97833333,59.05333333
2021-03-13 01:00:00,6,62.10833333,26.31,79.04346667,440.255,101.2202333,265.0566667,28.69333333,62.04666667
2021-03-13 02:00:00,6,63.00666667,26.53,80.12311667,525.823,103.1649667,270.2966667,28.38833333,63.79833333
2021-03-13 03:00:00,6,63.47166667,25.91333333,76.7533,569.371,101.7848333,266.8033333,28.24,63.69333333
2021-03-13 04:00:00,6,70.285,26.55,84.409,633.929,111.5398667,259.8166667,28.02833333,64.89
2021-03-13 05:00:00,6,84.12666667,31.55,87.7461,1204.828,120.0088667,339.29,27.55166667,67.455
2021-03-13 06:00:00,6,92.73,33.81666667,89.57823333,2536.862,122.2045333,601.29,27.51666667,67.97166667
2021-03-13 07:00:00,6,103.965,36.88666667,88.20413333,3053.326,116.9976667,695.1733333,28.065,65.78666667
2021-03-13 08:00:00,6,163.62,59.65166667,116.6022,3149.59,127.3173,0.0,27.93,68.595
2021-03-13 09:00:00,6,190.395,70.755,135.54515,2633.508,107.0544333,655.0,29.2,62.695
2021-03-13 10:00:00,6,187.8316667,68.91833333,142.61195,2690.808,57.5892,0.0,31.49833333,53.72
2021-03-13 11:00:00,6,116.76,40.76166667,75.90266667,2446.519,11.07243333,0.0,34.90833333,42.95
2021-03-13 12:00:00,6,103.93,37.03333333,32.74938333,1986.209,0.031366667,0.0,35.58833333,43.38833333
2021-03-13 13:00:00,6,97.42,35.96333333,18.55035,1434.41,0.0,0.0,36.91833333,38.33
2021-03-13 14:00:00,6,96.06551724,34.08275862,54.82862069,1666.244483,0.908551724,0.0,35.76896552,38.08103448
2021-03-13 15:00:00,6,87.76166667,32.03333333,121.9350167,1158.033,22.6781,0.0,34.19333333,43.32833333
2021-03-13 16:00:00,6,62.815,24.175,125.2394,1215.142,74.65266667,629.2366667,32.26,46.93333333
2021-03-13 17:00:00,6,54.57333333,20.395,106.5581833,2117.426,89.8655,0.0,31.33833333,48.01333333
2021-03-13 18:00:00,6,57.63666667,22.09333333,108.0958667,1817.556,108.2777333,592.9933333,29.845,54.01833333
2021-03-13 19:00:00,6,69.24,26.83,112.1527333,1936.931,124.5884,558.9333333,29.07166667,59.45333333
2021-03-13 20:00:00,6,75.19,28.32166667,99.5241,1561.616,118.4091667,478.15,28.69833333,60.68166667
2021-03-13 21:00:00,6,70.65833333,27.015,97.49566667,1791.198,120.2911667,489.94,28.2,63.66166667
2021-03-13 22:00:00,6,70.945,25.50333333,100.5056,1983.535,126.7213333,502.1666667,27.74833333,67.24333333
2021-03-13 23:00:00,6,60.32166667,24.405,94.55116667,1254.297,120.7616667,386.8866667,27.95833333,67.20333333
2021-03-14 00:00:00,6,59.39833333,25.56333333,90.82146667,504.049,117.2172333,260.2533333,27.56166667,70.88666667
2021-03-14 01:00:00,6,65.05166667,27.57,91.34493333,456.872,116.1821333,239.73,27.00833333,73.635
2021-03-14 02:00:00,6,59.8962963,25.76111111,91.78842593,370.9644444,116.9628148,211.5407407,26.26481481,77.3962963
2021-03-14 03:00:00,6,66.29666667,27.40333333,90.03626667,489.342,119.5697333,220.5166667,26.23,78.22833333
2021-03-14 04:00:00,6,75.46666667,29.685,88.1387,971.617,125.5921333,291.6933333,26.15,78.67833333
2021-03-14 05:00:00,6,82.99166667,31.55166667,91.0832,1518.832,129.4502333,380.3366667,26.26166667,77.95
2021-03-14 06:00:00,6,134.675,55.29,82.60958333,1595.996,119.0678667,412.2133333,25.92166667,79.52166667
2021-03-14 07:00:00,6,145.0233333,60.00666667,90.85418333,1509.473,120.5421,402.17,25.845,80.62
2021-03-14 08:00:00,6,134.245,56.11166667,85.91396667,1516.158,104.8274,423.13,26.68666667,76.67
2021-03-14 09:00:00,6,123.0616667,50.63666667,82.77316667,1615.287,78.9499,444.9633333,28.14833333,67.36666667
2021-03-14 10:00:00,6,125.655,51.40666667,95.76168333,1446.443,67.40696667,434.0466667,29.425,61.95
2021-03-14 11:00:00,6,115.3298246,47.7,78.07229825,995.4115789,22.12175439,447.6982456,32.1245614,51.7245614
2021-03-14 12:00:00,6,102.275,42.07,24.24305,1130.2425,0.0,695.61,34.995,43.1425
2021-03-15 02:00:00,6,59.93818182,26.25636364,96.90081818,379.4301818,115.6916727,202.9309091,26.78363636,73.81272727
2021-03-15 03:00:00,6,62.41333333,25.97666667,90.8869,466.804,117.0604,200.8666667,26.12833333,76.68166667
2021-03-15 04:00:00,6,72.70833333,27.77333333,91.2795,1145.045,126.3135667,292.5666667,25.84333333,77.67333333
2021-03-15 05:00:00,6,169.3383333,68.85333333,91.41036667,2194.59,129.2306667,484.2633333,25.95,77.61333333
2021-03-15 06:00:00,6,107.6254237,42.47966102,92.56044068,3381.476949,119.2677627,0.0,26.58983051,76.31694915
2021-03-15 07:00:00,6,72.01,28.87,83.6238,2294.101,98.30313333,535.3533333,27.34333333,71.595
2021-03-15 08:00:00,6,96.02166667,35.7,91.2795,4110.702,97.07983333,0.0,28.62333333,64.99166667
2021-03-15 09:00:00,6,110.0483333,41.06333333,95.30365,3472.38,77.69523333,0.0,29.795,59.89833333
2021-03-15 10:00:00,6,143.405,51.52833333,129.0018167,2976.544,64.89763333,0.0,31.20833333,55.825
2021-03-15 11:00:00,6,163.3466667,61.4,164.0413667,2917.716,38.9574,0.0,31.99833333,53.44166667
2021-03-15 12:00:00,6,156.3883333,60.845,154.5535333,2315.493,7.182966667,0.0,33.59833333,49.345
2021-03-15 13:00:00,6,154.6416667,60.64333333,165.7426333,2096.034,3.795366667,0.0,34.02166667,47.80166667
2021-03-15 14:00:00,6,149.3466667,57.86,145.0657,1915.348,2.477966667,0.0,34.18666667,48.24333333
2021-03-15 15:00:00,6,97.98666667,38.10666667,127.3659833,1041.523,43.59966667,577.2733333,31.935,55.22666667
2021-03-15 16:00:00,6,84.71,33.50833333,121.60785,1259.263,73.24116667,516.14,30.78833333,57.48166667
2021-03-15 17:00:00,6,78.57666667,31.215,117.78,2091.068,89.395,600.4166667,29.83,59.15
2021-03-15 18:00:00,6,70.48333333,28.32166667,108.1613,2001.298,95.95063333,527.4933333,28.58333333,61.67333333
2021-03-15 19:00:00,6,66.345,27.16666667,118.4016167,2428.947,117.8759333,572.47,28.115,67.56833333
2021-03-15 20:00:00,6,66.83333333,27.14666667,110.1897333,2075.788,113.7355333,493.87,27.76,70.06
2021-03-15 21:00:00,6,70.78,28.89166667,104.92235,2071.968,113.9237333,469.8533333,27.695,69.56166667
2021-03-15 22:00:00,6,67.81333333,28.15333333,105.51125,1481.587,115.8684667,365.9266667,27.15166667,73.66
2021-03-15 23:00:00,6,58.085,25.95,103.35195,1005.424,108.215,282.5233333,26.795,76.53333333
2021-03-16 00:00:00,6,54.70666667,24.98833333,100.4728833,756.742,102.7258333,236.6733333,26.52,78.68833333
2021-03-16 01:00:00,6,51.245,23.65833333,94.8129,665.826,97.92673333,212.22,26.275,79.89833333
2021-03-16 02:00:00,6,57.82833333,26.055,94.06041667,659.905,98.36586667,199.9933333,26.16333333,80.205
2021-03-16 03:00:00,6,54.89666667,25.13,91.24678333,633.929,96.76616667,193.88,26.015,80.15
2021-03-16 04:00:00,6,49.285,22.88666667,90.16713333,701.161,101.8475667,204.36,26.49166667,78.49333333
2021-03-16 05:00:00,6,56.57666667,25.24166667,96.187,1012.491,111.5712333,239.73,26.27,79.33
2021-03-16 06:00:00,6,58.98275862,25.92068966,97.33772414,1657.55069,108.4096897,361.3793103,26.57241379,78.47586207
2021-03-16 07:00:00,6,67.525,29.175,98.01913333,2420.352,101.4711667,512.21,27.535,74.65666667
2021-03-16 08:00:00,6,80.83333333,34.45166667,89.41465,2468.866,82.7139,543.2133333,28.22333333,71.28
2021-03-16 09:00:00,6,107.815,43.075,92.4573,2748.299,76.00143333,617.01,29.465,66.51833333
2021-03-16 10:00:00,6,127.1083333,49.31833333,107.1470833,2295.056,67.752,561.5533333,30.27833333,63.56833333
2021-03-16 11:00:00,6,113.1033333,43.95333333,107.7359833,1750.515,35.13066667,528.3666667,31.66333333,58.285
2021-03-16 12:00:00,6,101.85,41.305,94.12585,1209.794,13.98953333,482.5166667,32.07666667,56.58833333
2021-03-16 13:00:00,6,100.5533333,40.18666667,108.84835,1032.164,39.11423333,445.4,32.08166667,57.29333333
2021-03-16 14:00:00,6,93.78833333,37.65,80.2867,908.587,10.2569,524.0,32.305,57.195
2021-03-16 15:00:00,6,86.03,34.23,91.4758,875.735,40.7453,472.4733333,30.87166667,61.41333333
2021-03-16 16:00:00,6,81.51666667,32.89833333,117.09295,1116.395,83.71763333,402.6066667,29.68,65.18333333
2021-03-16 17:00:00,6,67.52,28.39166667,115.2935333,1663.037,93.22173333,459.81,28.64333333,67.96
2021-03-16 18:00:00,6,61.47166667,25.82333333,114.4429,1617.579,105.1097,413.5233333,27.63333333,72.17666667
2021-03-16 19:00:00,6,61.63833333,26.09833333,109.9607167,2345.862,107.5563,514.3933333,27.47833333,72.43
2021-03-16 20:00:00,6,56.57333333,24.5,102.9266333,1516.731,97.83263333,376.4066667,27.465,72.575
2021-03-16 21:00:00,6,55.90166667,23.51666667,96.21971667,1777.637,95.82516667,422.6933333,27.18833333,72.57833333
2021-03-16 22:00:00,6,53.69,22.795,96.02341667,1366.032,102.4121667,338.8533333,26.74833333,75.43666667
2021-03-16 23:00:00,6,46.79333333,20.96166667,91.41036667,972.19,96.89163333,272.9166667,26.58666667,76.85166667
2021-03-17 00:00:00,6,45.2,20.57666667,88.26956667,680.342,93.19036667,213.9666667,26.28333333,77.97
2021-03-17 01:00:00,6,48.02833333,21.83166667,86.66645,585.797,94.0059,195.6266667,26.21333333,79.24333333
2021-03-17 02:00:00,6,46.81333333,21.115,84.0164,571.09,92.53166667,186.02,25.97166667,80.09333333
2021-03-17 03:00:00,6,48.03666667,21.17666667,84.53986667,604.515,94.41366667,188.2033333,25.75666667,80.845
2021-03-17 04:00:00,6,46.94666667,20.48666667,86.372,759.798,100.9065667,204.7966667,25.81,80.48166667
2021-03-17 05:00:00,6,42.32833333,19.04666667,86.66645,959.966,103.2277,242.35,26.055,79.72666667
2021-03-17 06:00:00,6,51.32586207,21.94482759,86.13508621,2096.784828,107.5660345,442.6896552,26.40689655,77.84482759
2021-03-17 07:00:00,6,51.11166667,22.18333333,85.84853333,2395.14,92.15526667,523.5633333,27.16333333,73.72333333
2021-03-17 08:00:00,6,61.18166667,26.23833333,81.75895,2381.197,82.2434,522.2533333,27.94333333,69.90833333
2021-03-17 09:00:00,6,78.625,32.05833333,73.87423333,2270.99,64.8349,530.1133333,29.22166667,63.23666667
2021-03-17 10:00:00,6,81.66166667,30.97333333,80.35213333,1944.571,54.79756667,501.2933333,30.515,57.895
2021-03-17 11:00:00,6,68.8,28.4,72.631,1031.4,28.23,366.8,31.73333333,53.7
2021-03-17 16:00:00,6,69.5,26.81,118.7615,1574.604,98.4286,516.14,29.88,64.48
2021-03-17 17:00:00,6,55.73833333,22.50333333,116.0460167,1715.753,104.5137333,510.9,28.98666667,67.88
2021-03-17 18:00:00,6,50.01833333,20.02,107.7687,2383.871,112.1672,581.2033333,28.11666667,70.02666667
2021-03-17 19:00:00,6,48.83333333,21.435,100.7346167,2017.915,110.4106667,493.4333333,27.61,72.10333333
2021-03-17 20:00:00,6,40.26333333,18.46,102.4358833,1594.659,112.7318,414.3966667,27.43833333,74.74333333
2021-03-17 21:00:00,6,45.58833333,19.91833333,89.97083333,1560.661,107.1799,387.3233333,27.65166667,72.96833333
2021-03-17 22:00:00,6,45.76666667,20.37166667,86.69916667,1137.978,107.4622,291.6933333,27.485,73.34833333
2021-03-17 23:00:00,6,42.06833333,19.58666667,93.99498333,887.959,114.3942333,246.28,27.22333333,75.51833333
2021-03-18 00:00:00,6,41.64333333,19.76166667,87.51708333,801.245,102.0671333,233.6166667,27.06666667,76.80833333
2021-03-18 01:00:00,6,42.275,19.795,81.62808333,776.988,102.2553333,227.0666667,26.93,77.23166667
2021-03-18 02:00:00,6,40.88833333,19.32666667,80.84288333,713.576,104.2628,212.22,26.76,78.32333333
2021-03-18 03:00:00,6,39.08166667,18.055,78.19283333,750.821,105.7056667,216.5866667,26.44833333,80.40666667
2021-03-18 04:00:00,6,38.72333333,17.75333333,78.02925,865.803,106.9289667,236.2366667,26.10333333,82.51166667
2021-03-18 05:00:00,6,35.33166667,16.38333333,76.9496,1015.165,103.3218,268.55,26.16833333,82.42833333
2021-03-18 06:00:00,6,42.59310345,18.31896552,80.99067241,2410.156552,111.8167586,529.8724138,26.55344828,80.55344828
2021-03-18 07:00:00,6,39.77166667,18.065,68.99945,1776.682,87.8894,439.2866667,27.80333333,73.845
2021-03-18 08:00:00,6,47.10810811,19.9,62.28545946,2395.44973,75.33086486,570.7351351,28.70540541,68.96486486
2021-03-18 10:00:00,6,71.33409091,27.81136364,68.74961364,1711.186364,42.25945455,539.4818182,31.42045455,59.56136364
2021-03-18 11:00:00,6,69.105,27.995,81.88981667,1122.316,47.8969,418.7633333,30.85166667,61.51666667
2021-03-18 12:00:00,6,57.93030303,24.25454545,83.69518182,948.0545455,57.77169697,399.3515152,31.66060606,61.0030303
2021-03-18 14:00:00,6,50.51212121,18.67272727,26.47075758,1166.489091,3.478848485,674.8484848,33.06666667,55.96666667
2021-03-19 11:00:00,6,211.8584906,92.67735849,69.2235283,1742.352453,24.89211321,638.1924528,33.4509434,53.3509434
2021-03-19 16:00:00,6,207.859322,94.51694915,94.65652542,915.0518644,81.69155932,491.1389831,31.79661017,62.86949153
2021-03-19 17:00:00,6,187.7316667,85.84166667,109.7971333,1345.404,115.4607,481.6433333,30.08166667,70.19666667
2021-03-19 18:00:00,6,195.17,90.83666667,104.039,1457.903,121.5772,449.7666667,28.96333333,74.46333333
2021-03-19 19:00:00,6,188.1066667,87.61333333,91.34493333,1573.076,117.8445667,441.9066667,28.575,75.45166667
2021-03-19 20:00:00,6,196.2666667,90.29,91.34493333,1876.957,122.0790667,484.2633333,28.29166667,78.16333333
2021-03-19 21:00:00,6,188.0411765,87.78235294,87.64217647,1353.628235,115.4662353,393.0,28.04705882,79.75294118
2021-03-21 16:00:00,6,202.6,92.92439024,120.0781463,1081.432683,107.3658049,489.4926829,31.34634146,67.3902439
2021-03-21 17:00:00,6,197.7766667,91.40333333,102.7957667,1264.802,104.7019333,465.4866667,30.43,68.44666667
2021-03-21 21:00:00,6,177.7153846,83.1974359,72.933,995.8446154,97.91225641,346.6461538,28.98205128,70.26410256
2021-03-21 22:00:00,6,186.2466667,87.82166667,78.58543333,679.005,102.6631,275.9733333,28.83,72.50166667
2021-03-21 23:00:00,6,184.135,86.78166667,72.72915,630.491,101.6907333,267.24,28.79833333,73.90666667
2021-03-22 00:00:00,6,183.835,86.84333333,67.3309,500.038,97.0171,237.9833333,28.8,74.32333333
2021-03-22 01:00:00,6,185.2183333,87.425,65.13888333,400.718,96.51523333,214.4033333,28.63666667,74.895
2021-03-22 02:00:00,6,182.0433333,85.31666667,68.1161,440.064,100.5615333,212.22,28.28333333,76.59
2021-03-22 03:00:00,6,184.6983333,86.095,68.67228333,584.269,108.2463667,232.7433333,27.955,77.82333333
2021-03-22 04:00:00,6,196.6283333,87.67666667,63.37218333,840.018,103.5413667,279.9033333,27.66833333,78.32
2021-03-22 05:00:00,6,231.7283333,103.155,61.4419,1831.117,105.8311333,487.7566667,27.39333333,78.505
2021-03-22 06:00:00,6,233.1716667,101.17,65.92408333,4380.203,109.0305333,0.0,27.42666667,77.40666667
2021-03-22 07:00:00,6,237.295,105.3166667,86.63373333,3769.194,116.3076,0.0,27.77333333,75.96
2021-03-22 08:00:00,6,242.5016667,106.7383333,99.26236667,4803.841,109.6265,0.0,29.15166667,67.99833333
2021-03-22 09:00:00,6,254.6586957,111.5043478,114.4087609,3056.332174,88.37217391,0.0,30.45,61.37608696
2021-03-22 10:00:00,6,248.1333333,108.947619,105.4411429,2896.105714,36.56457143,0.0,33.34761905,48.25714286
2021-03-22 11:00:00,6,253.5275862,108.5017241,106.6450517,2101.32931,26.31555172,687.9758621,34.71551724,44.51551724
